fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,wine_type
-0.7061,0.8525,1.1105,0.0184,0.0432,0.1181,0.2074,0.079,0.5969,0.2921,0.6087,6,white
-1.3232,-0.1498,0.4223,0.0307,0.0399,0.0312,0.1452,0.0731,0.3101,0.2079,0.4058,6,white
-0.0118,-0.7877,-0.0594,0.1518,0.0432,0.1215,0.2673,0.1479,0.3101,0.1011,0.3768,6,white
-1.4775,-0.1802,0.4223,0.1518,0.0365,0.1806,0.3088,0.1176,0.4806,0.1348,0.5362,6,white
-1.4775,-0.1802,0.4223,0.1518,0.0365,0.1806,0.3088,0.1176,0.4806,0.1348,0.5362,6,white
-1.5546,-0.9395,-0.6788,0.0061,0.0349,0.1597,0.2696,0.0977,0.6434,0.1236,0.3116,6,white
-1.3232,-1.0914,-0.0594,0.0092,0.0282,0.1042,0.1429,0.0519,0.4729,0.1236,0.5266,6,white
-0.9375,-1.0306,0.2847,0.0169,0.0548,0.0451,0.1267,0.0835,0.3876,0.1798,0.4058,6,white
-0.9375,-1.0914,0.2847,0.0153,0.0548,0.0417,0.1267,0.0833,0.3876,0.1798,0.4058,6,white
-0.3204,-0.4232,-0.1282,0.1902,0.0631,0.2361,0.3548,0.1916,0.3411,0.1573,0.2319,6,white
-0.3204,-0.4232,-0.1282,0.1902,0.0631,0.2361,0.3548,0.1916,0.3411,0.1573,0.2319,6,white
-1.3232,-0.2409,-0.4723,0.0199,0.0332,0.1111,0.2581,0.0503,0.4961,0.2472,0.6522,6,white
-1.3232,-1.0914,-0.0594,0.0092,0.0282,0.1042,0.1429,0.0519,0.4729,0.1236,0.529,6,white
-0.8604,-0.4232,-0.0594,0.0506,0.0415,0.1424,0.3018,0.0977,0.4031,0.1348,0.4203,6,white
-0.8604,-1.1521,0.56,0.0092,0.0349,0.0625,0.1797,0.0414,0.3643,0.4157,0.7246,6,white
-0.3975,-1.0914,0.0094,0.1825,0.0432,0.059,0.3456,0.1841,0.124,0.0787,0.1449,6,white
-0.3975,-1.0914,0.0094,0.1825,0.0432,0.059,0.3456,0.1841,0.124,0.0787,0.1449,6,white
-0.3975,-1.0914,0.0094,0.1825,0.0432,0.059,0.3456,0.1841,0.124,0.0787,0.1449,6,white
0.451,1.1562,-1.9176,0.0169,0.1113,0.0556,0.0576,0.1791,0.4729,0.191,0.2899,6,red
-0.3204,1.7636,-1.7111,0.023,0.1329,0.0347,0.0876,0.1579,0.5814,0.1854,0.3478,6,red
0.6053,0.488,-1.0229,0.0215,0.1063,0.0174,0.0276,0.1945,0.4419,0.2191,0.1739,6,red
0.6053,0.488,-1.0229,0.0215,0.1063,0.0174,0.0276,0.1945,0.4419,0.2191,0.1739,6,red
0.7596,0.3665,0.8352,0.0337,0.1329,0.0347,0.0853,0.2003,0.6279,0.2191,0.3623,6,red
0.0653,-0.0587,1.0417,0.023,0.113,0.0139,0.0115,0.1675,0.4729,0.1742,0.3333,6,red
-0.3204,1.5814,-0.9541,0.0199,0.1163,0.059,0.1843,0.1868,0.6744,0.1966,0.1884,6,red
-0.3975,-1.0914,0.0094,0.1825,0.0432,0.059,0.3456,0.1841,0.124,0.0787,0.1449,6,white
-0.3975,-1.0914,0.0094,0.1825,0.0432,0.059,0.3456,0.1841,0.124,0.0787,0.1449,6,white
-0.3975,-0.4232,2.5557,0.0092,0.2774,0.1215,0.2304,0.1112,0.186,0.118,0.1739,6,white
-0.1661,-0.4232,2.8998,0.0107,0.2724,0.1146,0.265,0.1201,0.2481,0.1348,0.1739,6,white
-0.6289,2.1281,-1.5735,0.1074,0.0581,0.1146,0.318,0.1483,0.4186,0.0899,0.3043,6,white
-0.6289,2.1281,-1.5735,0.1074,0.0581,0.1146,0.318,0.1483,0.4186,0.0899,0.3043,6,white
-0.7061,0.1235,1.2482,0.1181,0.0731,0.1736,0.4516,0.1618,0.3721,0.1629,0.2319,6,white
-1.1689,-0.4232,-1.0917,0.1288,0.0731,0.1076,0.2419,0.1471,0.4961,0.0843,0.3478,6,white
-1.2461,-0.818,-1.0917,0.1833,0.0698,0.1042,0.2512,0.1644,0.5271,0.0899,0.4058,6,white
-0.0118,-0.0587,-0.2659,0.0123,0.0415,0.0868,0.2373,0.1031,0.4341,0.1966,0.3768,6,white
-1.0146,-0.7877,-0.0594,0.0184,0.0399,0.1528,0.3134,0.0526,0.4884,0.1573,0.6812,6,white
-1.4003,-0.818,-1.0917,0.1833,0.0698,0.1042,0.2512,0.1644,0.5271,0.0899,0.4058,6,white
-1.1689,-0.4232,-1.0917,0.1288,0.0731,0.1076,0.2419,0.1471,0.4961,0.0843,0.3478,6,white
-0.6289,-0.3624,-0.2659,0.0368,0.0515,0.0625,0.212,0.0974,0.4109,0.1404,0.4493,6,white
-0.3975,-1.1521,0.0094,0.112,0.0415,0.0556,0.1728,0.1544,0.4419,0.0506,0.2899,6,white
-0.3204,-1.3951,-0.3347,0.1227,0.0581,0.1528,0.2258,0.1432,0.3721,0.0843,0.2754,6,white
1.7624,0.731,-0.5412,0.0322,0.1379,0.0451,0.0876,0.2099,0.3101,0.2921,0.2899,6,red
2.8424,1.1562,1.1793,0.0613,0.1811,0.0312,0.0253,0.2524,0.2713,0.191,0.5362,6,red
2.8424,1.1562,1.1793,0.0613,0.1811,0.0312,0.0253,0.2524,0.2713,0.191,0.5362,6,red
4.4623,0.7917,1.1793,0.0567,0.1262,0.0174,0.0945,0.289,0.4496,0.2584,0.6812,6,red
0.7596,-0.9699,0.4223,0.0077,0.0515,0.1389,0.1982,0.0677,0.124,0.2135,0.5797,6,white
-0.7832,-0.4232,0.0094,0.0874,0.0648,0.1597,0.3525,0.1101,0.3798,0.2135,0.4348,6,white
-0.0118,-0.6662,0.4911,0.0138,0.0731,0.0868,0.2304,0.0877,0.3566,0.1404,0.4493,6,white
-0.6289,-0.8484,-1.1605,0.092,0.0615,0.0868,0.2465,0.1344,0.2093,0.2022,0.2754,6,white
-0.8604,-0.4232,0.0094,0.0859,0.0648,0.1597,0.3571,0.1099,0.3876,0.2135,0.4348,6,white
-0.7832,-0.4232,0.0094,0.0874,0.0648,0.1597,0.3525,0.1101,0.3798,0.2135,0.4348,6,white
-0.9375,-0.2409,0.0782,0.023,0.0548,0.1042,0.2788,0.0488,0.4651,0.1124,0.6522,6,white
-0.1661,-1.0914,-0.1282,0.0307,0.0565,0.1146,0.1935,0.0648,0.124,0.1404,0.4638,6,white
-1.2461,-0.6662,-0.4723,0.1135,0.0565,0.1042,0.2189,0.1384,0.3643,0.1124,0.3478,6,white
1.6853,0.5487,-0.5412,0.0337,0.1379,0.0451,0.0899,0.2099,0.3643,0.2865,0.2899,6,red
-0.1661,-1.0914,-0.1282,0.0307,0.0565,0.1146,0.1935,0.0648,0.124,0.1404,0.4638,6,white
-1.2461,-0.9395,-0.8853,0.0997,0.0648,0.1215,0.2396,0.1402,0.4186,0.1067,0.2174,6,white
-1.2461,-0.9395,-0.8853,0.0997,0.0648,0.1215,0.2396,0.1402,0.4186,0.1067,0.2174,6,white
-0.4747,0.5487,-0.5412,0.1733,0.0515,0.184,0.3525,0.1756,0.3256,0.1798,0.2609,6,white
-1.4003,-0.9395,-0.8853,0.0997,0.0648,0.1215,0.2396,0.1402,0.4186,0.1067,0.2174,6,white
-0.5518,-0.3017,1.3858,0.112,0.0664,0.1181,0.4286,0.1619,0.3411,0.1629,0.2174,6,white
-0.6289,-1.0306,-0.1282,0.0337,0.0415,0.1111,0.2742,0.085,0.2403,0.1517,0.3478,6,white
0.2196,1.2777,-0.5412,0.0215,0.1146,0.0312,0.0507,0.2157,0.5659,0.3146,0.2174,6,red
2.611,-0.1802,1.1793,0.0291,0.0963,0.0174,0.0346,0.2234,0.4186,0.3596,0.3913,6,red
3.9995,0.0628,1.1793,0.0307,0.1163,0.0903,0.1452,0.2369,0.3101,0.2978,0.3478,6,red
1.3767,1.1562,1.1793,0.0199,0.2691,0.0174,0.0438,0.2003,0.4264,0.2191,0.2029,6,red
-0.6289,-0.6054,1.1793,0.0798,0.0731,0.0833,0.2627,0.1367,0.2248,0.427,0.3623,6,white
-0.7832,-0.2409,-0.2659,0.0153,0.0449,0.0937,0.2304,0.0219,0.3256,0.1067,0.7681,6,white
-0.8604,-0.7269,0.4223,0.0337,0.2243,0.0382,0.1359,0.0711,0.1783,0.236,0.4928,6,white
-1.0918,-0.4232,-0.4035,0.0445,0.103,0.0868,0.1452,0.0546,0.2946,0.0899,0.5072,6,white
3.9224,-0.4232,1.1793,0.0383,0.1163,0.0937,0.0922,0.235,0.3721,0.3258,0.3188,6,red
-0.0889,0.1843,-0.1282,0.0859,0.0515,0.1667,0.3065,0.0598,0.3488,0.0281,0.8116,6,white
-0.0118,-0.6662,3.4504,0.0107,0.2326,0.2396,0.2373,0.1143,0.1628,0.1124,0.1739,6,white
-0.0118,-0.5447,0.0094,0.0138,0.0748,0.0799,0.2281,0.0854,0.3488,0.1461,0.4493,6,white
-0.0889,0.1843,-0.1282,0.0859,0.0515,0.1667,0.3065,0.0598,0.3488,0.0281,0.8116,6,white
-0.4747,-0.1802,-0.2659,0.0123,0.0432,0.0937,0.2327,0.0241,0.2171,0.1011,0.7536,6,white
0.1425,-0.5447,0.3535,0.0307,0.0681,0.0799,0.2903,0.0823,0.2481,0.1742,0.4638,6,white
2.611,-0.1802,1.1793,0.0245,0.0897,0.059,0.0783,0.2022,0.3256,0.1629,0.2609,6,red
-0.2432,-1.2129,-0.1971,0.1426,0.0781,0.1007,0.1959,0.1544,0.3643,0.0618,0.2754,6,white
-0.8604,-0.3624,-0.4035,0.0138,0.0349,0.0833,0.2189,0.0353,0.2403,0.1067,0.5942,6,white
-0.6289,-0.6054,1.1793,0.0798,0.0731,0.0833,0.2627,0.1367,0.2248,0.427,0.3623,6,white
0.0653,-0.4232,-0.1282,0.0107,0.0515,0.0868,0.1797,0.0985,0.4341,0.1742,0.3913,6,white
-1.1689,-0.6662,-0.4723,0.1127,0.0548,0.0521,0.235,0.1494,0.5581,0.2191,0.3333,6,white
0.2968,-0.3017,1.1793,0.0322,0.1379,0.0833,0.1244,0.1926,0.4574,0.2191,0.3043,6,red
4.4623,0.7917,1.1793,0.0567,0.1262,0.0174,0.0945,0.289,0.4496,0.2584,0.6812,6,red
1.1453,2.1888,-0.5412,0.0291,0.3605,0.0139,0.0207,0.2312,0.4651,0.2135,0.1449,6,red
1.1453,2.1888,-0.5412,0.0291,0.3605,0.0139,0.0207,0.2312,0.4651,0.2135,0.1449,6,red
1.9938,0.9739,1.1793,0.0307,0.4003,0.0139,0.0323,0.2292,0.4574,0.3202,0.3913,6,red
-0.7832,0.1235,-0.5412,0.0245,0.1429,0.0625,0.0829,0.1444,0.6589,0.1966,0.5362,6,red
3.3052,0.0628,1.1793,0.0414,0.1013,0.0312,0.0714,0.2543,0.4651,0.3876,0.4348,6,red
-0.7832,0.1235,-0.5412,0.0245,0.1429,0.0625,0.0829,0.1444,0.6589,0.1966,0.5362,6,red
2.611,0.002,1.1793,0.0399,0.1146,0.066,0.1659,0.2331,0.3643,0.2697,0.2899,6,red
-0.3204,1.0347,-2.124,0.023,0.108,0.0278,0.0438,0.1675,0.4729,0.191,0.2174,6,red
-0.7832,-0.1195,0.9041,0.0353,0.0332,0.125,0.2028,0.0553,0.4109,0.2135,0.6377,6,white
-0.0118,-0.7877,-0.1971,0.0383,0.0581,0.1319,0.2673,0.0833,0.2171,0.2135,0.4783,6,white
-0.6289,-0.6054,1.1793,0.0798,0.0731,0.0833,0.2627,0.1367,0.2248,0.427,0.3623,6,white
-0.5518,0.731,-0.5412,0.1672,0.0698,0.191,0.3802,0.1691,0.2791,0.191,0.2609,6,white
-0.5518,-0.9699,1.1105,0.2669,0.0748,0.191,0.4078,0.2558,0.2016,0.2191,0.0725,6,white
-1.0146,-0.6662,-0.5412,0.0153,0.0465,0.1076,0.2512,0.0704,0.3798,0.1629,0.4928,6,white
1.4539,-0.7269,-0.5412,0.023,0.1146,0.0,0.0507,0.2292,0.5349,0.3652,0.3333,6,red
-0.2432,-0.9091,0.2159,0.1979,0.0482,0.1667,0.2581,0.161,0.2171,0.2303,0.3913,6,white
-0.2432,-0.9091,0.2159,0.1979,0.0482,0.1667,0.2581,0.161,0.2171,0.2303,0.3913,6,white
-0.3204,-1.0914,0.2847,0.0107,0.0415,0.1076,0.212,0.0669,0.2326,0.2022,0.4783,6,white
-0.6289,-0.9699,1.1105,0.2669,0.0748,0.191,0.4078,0.2558,0.2016,0.2191,0.0725,6,white
0.2968,-0.9091,0.3535,0.1917,0.0399,0.1771,0.3341,0.1957,0.3566,0.3202,0.3478,6,white
-0.9375,-0.3624,-0.3347,0.0537,0.0615,0.1701,0.3249,0.08,0.4264,0.191,0.5217,6,white
-0.3204,-0.7269,0.0094,0.0813,0.0748,0.1354,0.3364,0.129,0.3721,0.1966,0.4058,6,white
0.2968,-0.9091,0.3535,0.1917,0.0399,0.1771,0.3341,0.1957,0.3566,0.3202,0.3478,6,white
-1.0146,-0.5447,-0.3347,0.0138,0.0332,0.125,0.1728,0.0403,0.3721,0.1348,0.6087,6,white
-0.8604,-0.3624,-0.1282,0.1097,0.0365,0.1111,0.3065,0.1128,0.3876,0.1348,0.4348,6,white
0.2196,-0.4839,0.4223,0.0782,0.0199,0.0764,0.2742,0.1209,0.3178,0.2247,0.4493,6,white
4.0766,1.5814,1.1793,0.0567,0.1512,0.0139,0.0184,0.2678,0.4109,0.2921,0.5652,6,red
2.8424,-0.7877,1.1793,0.0337,0.1312,0.0347,0.0599,0.1945,0.3876,0.2584,0.5362,6,red
1.9938,-0.5447,1.1793,0.0322,0.1312,0.0486,0.0622,0.2138,0.5426,0.382,0.2899,6,red
3.0738,2.0066,1.5923,0.0261,0.1246,0.0174,0.0161,0.2485,0.3488,0.2753,0.2174,6,red
2.1481,1.5206,-0.0594,0.0245,0.1346,0.0868,0.129,0.2369,0.3566,0.2303,0.3188,6,red
2.1481,1.5206,-0.0594,0.0245,0.1346,0.0868,0.129,0.2369,0.3566,0.2303,0.3188,6,red
2.6881,0.3665,1.1105,0.023,0.1927,0.0486,0.0991,0.2099,0.2403,0.3315,0.2464,6,red
-0.6289,-0.8484,-0.6788,0.1043,0.0382,0.1806,0.3825,0.1336,0.4031,0.2022,0.4348,6,white
5.4652,-0.1802,2.8998,0.0184,0.1096,0.0174,0.0207,0.2639,0.1085,0.3202,0.058,6,red
-0.6289,-0.6054,1.1793,0.0798,0.0731,0.0833,0.2627,0.1367,0.2248,0.427,0.3623,6,white
-0.6289,-1.0306,-0.1282,0.0337,0.0415,0.1111,0.2742,0.085,0.2403,0.1517,0.3478,6,white
-0.3204,0.1843,2.4181,0.0138,0.2757,0.0521,0.212,0.1028,0.2636,0.191,0.3333,6,white
-0.5518,-0.3017,1.3858,0.112,0.0664,0.1181,0.4286,0.1619,0.3411,0.1629,0.2174,6,white
-0.2432,-0.4232,-0.4723,0.1058,0.0349,0.059,0.2558,0.0781,0.2868,0.0899,0.7246,6,white
-0.5518,-0.3017,1.3858,0.0169,0.0415,0.1389,0.4309,0.0987,0.4109,0.2079,0.3478,6,white
2.3796,-0.4232,-0.5412,0.023,0.1047,0.0486,0.0622,0.1637,0.3876,0.2472,0.6957,6,red
2.1481,0.8525,-0.5412,0.0322,0.1545,0.0417,0.0599,0.2485,0.4341,0.191,0.2899,6,red
1.4539,-0.7269,-0.5412,0.023,0.1146,0.0,0.0507,0.2292,0.5349,0.3652,0.3333,6,red
0.6825,2.9481,-0.5412,0.023,0.1246,0.0139,0.0161,0.1945,0.5039,0.309,0.3913,6,red
1.7624,0.731,1.1793,0.0874,0.0914,0.0139,0.0253,0.2254,0.3798,0.2865,0.4348,6,red
3.0738,1.9459,-0.5412,0.0291,0.1262,0.0521,0.1083,0.235,0.2636,0.2809,0.4348,6,red
-0.1661,-0.6054,-0.1282,0.1794,0.0432,0.2465,0.3825,0.1598,0.2093,0.1966,0.3478,6,white
-0.3204,-1.3951,-0.3347,0.1227,0.0581,0.1528,0.2258,0.1432,0.3721,0.0843,0.2754,6,white
0.0653,-0.6662,0.6288,0.2147,0.0648,0.25,0.5,0.2221,0.3411,0.2753,0.2029,6,white
-0.8604,-0.8484,-1.0229,0.0153,0.0648,0.1562,0.2834,0.075,0.4496,0.118,0.4928,6,white
-0.3204,-1.3951,-0.3347,0.1227,0.0581,0.1528,0.2258,0.1432,0.3721,0.0843,0.2754,6,white
0.0653,-0.6662,0.6288,0.2147,0.0648,0.25,0.5,0.2221,0.3411,0.2753,0.2029,6,white
-0.1661,0.245,1.1793,0.0291,0.1462,0.1111,0.182,0.1752,0.5194,0.309,0.4928,6,red
0.7596,0.488,1.1793,0.0307,0.1246,0.1076,0.1129,0.2254,0.4806,0.2978,0.1014,6,red
-0.8604,-0.5447,1.1105,0.2331,0.0714,0.0833,0.2028,0.2065,0.2713,0.1292,0.1739,6,white
-0.3204,-1.2129,0.2159,0.0138,0.0631,0.1354,0.2558,0.0771,0.2713,0.2809,0.4493,6,white
-0.3204,-1.2129,0.2159,0.0138,0.0631,0.1354,0.2558,0.0771,0.2713,0.2809,0.4493,6,white
-1.4003,-1.1521,0.0094,0.0291,0.0465,0.0312,0.1037,0.0322,0.2481,0.2022,0.6667,6,white
-0.8604,-0.5447,1.1105,0.2331,0.0714,0.0833,0.2028,0.2065,0.2713,0.1292,0.1739,6,white
-0.3975,0.731,-0.7476,0.0521,0.0415,0.0382,0.1889,0.0588,0.4186,0.1798,0.7246,6,white
0.8367,-0.9699,-0.1282,0.0077,0.0399,0.066,0.1175,0.0767,0.2326,0.1629,0.4348,6,white
-0.2432,-0.7877,2.074,0.0874,0.0548,0.0208,0.2373,0.1247,0.186,0.2079,0.3188,6,white
-0.0118,-1.0306,0.147,0.089,0.0548,0.0521,0.2419,0.1093,0.2093,0.1011,0.4058,6,white
2.7653,0.3665,0.6288,0.0245,0.1246,0.0208,0.0253,0.2177,0.2791,0.2528,0.1884,6,red
2.7653,0.3665,0.6288,0.0245,0.1246,0.0208,0.0253,0.2177,0.2791,0.2528,0.1884,6,red
0.6053,0.6702,-0.61,0.0245,0.1412,0.0521,0.053,0.1752,0.3798,0.1517,0.3188,6,red
-1.6318,0.7917,-2.0552,0.0107,0.0415,0.059,0.0876,0.0962,0.9147,0.2247,0.6957,6,red
1.2996,-0.3017,0.2159,0.0199,0.0963,0.0833,0.1175,0.1907,0.3566,0.6404,0.3333,6,red
-0.7061,0.3665,-0.5412,0.069,0.0449,0.1458,0.288,0.0916,0.4031,0.1236,0.4783,6,white
-1.6318,0.0628,-0.4035,0.0951,0.0415,0.1215,0.2627,0.092,0.5116,0.1011,0.5072,6,white
-1.6318,0.0628,-0.4035,0.0951,0.0415,0.1215,0.2627,0.092,0.5116,0.1011,0.5072,6,white
-0.2432,-0.3624,-0.2659,0.1779,0.0548,0.1771,0.3065,0.1564,0.2403,0.191,0.3478,6,white
-0.1661,-0.0587,-0.2659,0.0782,0.0399,0.1319,0.4562,0.0896,0.3488,0.236,0.6522,6,white
-0.0118,-1.0306,0.147,0.089,0.0548,0.0521,0.2419,0.1093,0.2093,0.1011,0.4058,6,white
-0.3975,0.488,-0.3347,0.1227,0.098,0.0799,0.3272,0.1483,0.3411,0.1966,0.4783,6,red
1.6853,-0.0587,1.8675,0.0337,0.1163,0.0278,0.0553,0.2022,0.3101,0.1798,0.5797,6,red
-0.0118,1.0954,-1.7111,0.0123,0.108,0.0139,0.0323,0.1965,0.4651,0.3315,0.2319,6,red
-0.0118,1.0954,-1.7111,0.0123,0.108,0.0139,0.0323,0.1965,0.4651,0.3315,0.2319,6,red
1.531,2.5229,-0.9541,0.0245,0.2309,0.0312,0.2235,0.1887,0.1163,0.6404,0.3188,6,red
3.3052,-0.1802,1.317,0.0245,0.1163,0.0451,0.0507,0.2138,0.2403,0.3989,0.2609,6,red
0.5282,1.0347,-0.4723,0.0353,0.113,0.0694,0.0899,0.1984,0.5969,0.4157,0.5942,6,red
-1.6318,0.0628,-0.4035,0.0951,0.0415,0.1215,0.2627,0.092,0.5116,0.1011,0.5072,6,white
-0.7061,0.3665,-0.5412,0.069,0.0449,0.1458,0.288,0.0916,0.4031,0.1236,0.4783,6,white
-0.1661,-1.1521,-0.1971,0.2423,0.0814,0.1528,0.2396,0.2061,0.3333,0.0843,0.2464,6,white
0.6053,-0.4232,0.0782,0.0092,0.0681,0.1389,0.2235,0.0561,0.2171,0.1292,0.6377,6,white
0.6053,-0.4232,0.0782,0.0092,0.0681,0.1389,0.2235,0.0561,0.2171,0.1292,0.6377,6,white
-0.5518,-0.5447,-0.3347,0.2577,0.0914,0.0972,0.3088,0.2053,0.3721,0.1517,0.3043,6,white
0.0653,1.0347,-0.9541,0.023,0.1013,0.0382,0.0507,0.2038,0.6202,0.2865,0.2174,6,red
0.7596,0.002,0.4223,0.0291,0.1179,0.0382,0.1175,0.2061,0.4496,0.1404,0.1449,6,red
-0.0118,0.9739,-0.9541,0.023,0.103,0.0382,0.0576,0.2024,0.6202,0.2809,0.2319,6,red
0.0653,1.0347,-0.9541,0.023,0.1013,0.0382,0.0507,0.2038,0.6202,0.2865,0.2174,6,red
-0.1661,1.8851,-2.0552,0.023,0.0947,0.0243,0.0438,0.1945,0.5814,0.2528,0.2174,6,red
-0.1661,1.8851,-2.0552,0.023,0.0947,0.0243,0.0438,0.1945,0.5814,0.2528,0.2174,6,red
3.5367,0.245,1.5923,0.023,0.103,0.0139,0.03,0.2215,0.3023,0.2247,0.4058,6,red
2.611,4.1327,0.7664,0.0353,0.1113,0.0868,0.1889,0.2177,0.2791,0.1966,0.3043,6,red
-0.1661,1.8851,-2.0552,0.023,0.0947,0.0243,0.0438,0.1945,0.5814,0.2528,0.2174,6,red
-0.1661,1.8244,-2.0552,0.023,0.0963,0.0278,0.0392,0.1907,0.5814,0.2528,0.2029,6,red
0.1425,-0.5447,-0.1971,0.0951,0.0183,0.1042,0.2465,0.1209,0.3178,0.0393,0.4058,6,white
0.2968,-0.4232,-0.1282,0.1319,0.015,0.0764,0.2074,0.129,0.2791,0.0393,0.4348,6,white
-0.3975,0.1843,-0.4723,0.0291,0.0316,0.0799,0.1797,0.0731,0.3256,0.0787,0.5362,6,white
-0.4747,-0.4839,1.3858,0.1166,0.0631,0.1771,0.4263,0.16,0.3411,0.1404,0.2174,6,white
-0.3204,-0.5447,-0.1282,0.1718,0.0565,0.1806,0.2926,0.1567,0.2403,0.2022,0.3478,6,white
-0.7061,-0.1195,-0.4035,0.1748,0.0664,0.2153,0.3779,0.1733,0.3256,0.1854,0.2754,6,white
0.451,1.2473,-1.367,0.0291,0.098,0.0347,0.0668,0.1714,0.4806,0.2191,0.5217,6,red
-0.0118,1.3992,-1.7799,0.0153,0.1113,0.0278,0.0484,0.1945,0.4961,0.2697,0.2319,6,red
2.2253,-0.3624,0.9729,0.0184,0.0681,0.0139,0.0161,0.1984,0.2481,0.3202,0.3188,6,red
0.8367,0.9132,0.2847,0.0184,0.3538,0.0174,0.023,0.2099,0.3566,0.2135,0.2174,6,red
3.151,0.002,0.9041,0.0215,0.1213,0.0174,0.0207,0.2254,0.1705,0.2472,0.1739,6,red
3.151,0.002,0.9041,0.0215,0.1213,0.0174,0.0207,0.2254,0.1705,0.2472,0.1739,6,red
-0.5518,-0.5447,-0.3347,0.2577,0.0914,0.0972,0.3088,0.2053,0.3721,0.1517,0.3043,6,white
-0.4747,-1.2736,-0.1971,0.204,0.0781,0.1111,0.2051,0.1911,0.3488,0.0955,0.2029,6,white
0.8367,-0.9699,-0.1282,0.0077,0.0399,0.066,0.1175,0.0767,0.2326,0.1629,0.4348,6,white
-0.9375,-0.3624,-0.5412,0.2638,0.0631,0.1424,0.2419,0.2285,0.2946,0.1292,0.1304,6,white
-0.9375,-0.1802,0.4223,0.0644,0.0515,0.1389,0.2189,0.0495,0.4031,0.191,0.7391,6,white
0.9139,-0.6662,0.0094,0.0107,0.0648,0.2014,0.2465,0.09,0.2946,0.1854,0.4348,6,white
-0.9375,-0.7269,-0.4723,0.161,0.0781,0.3854,0.394,0.1733,0.2791,0.0787,0.2029,6,white
-0.7832,-0.7269,-0.1282,0.181,0.0748,0.3715,0.3364,0.1961,0.2946,0.1404,0.2174,6,white
-0.8604,-0.6662,-0.3347,0.1411,0.0764,0.2535,0.2949,0.1587,0.3411,0.1011,0.3188,6,white
-0.9375,-0.3624,-0.5412,0.2638,0.0631,0.1424,0.2419,0.2285,0.2946,0.1292,0.1304,6,white
-0.9375,-0.3624,-0.5412,0.2638,0.0631,0.1424,0.2419,0.2285,0.2946,0.1292,0.1304,6,white
-0.3204,-0.0587,-0.0594,0.1043,0.0598,0.1146,0.3157,0.0993,0.2636,0.1854,0.6087,6,white
-0.9375,-0.3624,-0.5412,0.2638,0.0631,0.1424,0.2419,0.2285,0.2946,0.1292,0.1304,6,white
-0.0118,-0.6054,0.2847,0.0215,0.0332,0.0694,0.1313,0.0704,0.3178,0.2303,0.6522,6,white
-0.3204,-0.0587,-0.0594,0.1043,0.0598,0.1146,0.3157,0.0993,0.2636,0.1854,0.6087,6,white
-0.0118,-0.6054,0.2847,0.0215,0.0332,0.0694,0.1313,0.0704,0.3178,0.2303,0.6522,6,white
-0.5518,-0.4232,-0.8853,0.092,0.0598,0.3368,0.3894,0.1259,0.3411,0.0674,0.3043,6,white
-0.7832,-0.4232,-0.4035,0.1764,0.0615,0.1458,0.2788,0.154,0.3411,0.0843,0.4058,6,white
3.9995,0.3665,1.317,0.0215,0.0831,0.0174,0.0415,0.2369,0.2481,0.2135,0.1884,6,red
3.6138,1.4599,1.7987,0.0199,0.103,0.0139,0.0276,0.2099,0.2868,0.2303,0.2899,6,red
0.991,1.4903,-0.9541,0.023,0.1146,0.0139,0.0553,0.1849,0.3721,0.1461,0.2609,6,red
4.2309,1.5206,0.9041,0.0261,0.1213,0.0347,0.0369,0.2485,0.2171,0.2697,0.1884,6,red
4.6166,0.731,1.3858,0.0245,0.103,0.0382,0.0668,0.2601,0.2946,0.191,0.1449,6,red
0.2968,1.0347,-0.5412,0.0276,0.1362,0.0243,0.0737,0.2099,0.5814,0.2472,0.2319,6,red
-0.4747,0.3058,1.1793,0.0169,0.1013,0.0764,0.3295,0.0981,0.3101,0.1573,0.5072,6,red
-0.6289,0.245,-0.4035,0.1166,0.0565,0.0937,0.212,0.1008,0.2093,0.0506,0.4928,6,white
-1.0146,0.5791,-1.0917,0.089,0.0365,0.0694,0.2949,0.0848,0.4031,0.1348,0.6087,6,white
-0.1661,-0.5447,0.0782,0.023,0.0199,0.0556,0.1613,0.0598,0.4186,0.1292,0.6232,6,white
-0.3975,-0.4839,-0.1971,0.1089,0.0482,0.1354,0.3986,0.1481,0.3953,0.191,0.3478,6,white
-1.0146,-0.9699,-0.1971,0.0613,0.0382,0.2326,0.3018,0.0864,0.3798,0.0899,0.4783,6,white
-0.4747,-0.7877,1.2482,0.1242,0.0449,0.1389,0.4263,0.1124,0.186,0.191,0.4348,6,white
1.1453,1.2169,-0.4035,0.0291,0.1462,0.0208,0.0576,0.2022,0.4264,0.2135,0.1884,6,red
1.1453,1.2169,-0.4035,0.0291,0.1462,0.0208,0.0576,0.2022,0.4264,0.2135,0.1884,6,red
0.2968,0.4272,-1.2294,0.0368,0.1296,0.0694,0.0853,0.1791,0.4651,0.1966,0.3623,6,red
-0.5518,-0.4232,-0.8853,0.092,0.0598,0.3368,0.3894,0.1259,0.3411,0.0674,0.3043,6,white
0.2196,-0.4839,-0.0594,0.0153,0.0382,0.1215,0.2373,0.0642,0.1938,0.118,0.5652,6,white
