fixed acidity_x,volatile acidity_x,citric acid_x,residual sugar_x,chlorides_x,free sulfur dioxide_x,total sulfur dioxide_x,density_x,pH_x,sulphates_x,alcohol_x,quality_x,unique_id,fixed acidity_y,volatile acidity_y,citric acid_y,residual sugar_y,chlorides_y,free sulfur dioxide_y,total sulfur dioxide_y,density_y,pH_y,sulphates_y,alcohol_y,quality_y
7.7,0.3,0.26,18.95,0.053,36.0,174.0,0.99976,3.2,0.5,10.4,5,winequality-white2580,,,,,,,,,,,,
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,7,winequality-white2581,,,,,,,,,,,,
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,7,winequality-white2582,,,,,,,,,,,,
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,7,winequality-white2583,,,,,,,,,,,,
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,7,winequality-white2584,,,,,,,,,,,,
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,7,winequality-white2585,,,,,,,,,,,,
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,7,winequality-white2586,,,,,,,,,,,,
5.1,0.14,0.25,0.7,0.039,15.0,89.0,0.9919,3.22,0.43,9.2,6,winequality-white2587,,,,,,,,,,,,
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,7,winequality-white2588,,,,,,,,,,,,
7.2,0.615,0.1,1.4,0.068,25.0,154.0,0.99499,3.2,0.48,9.7,4,winequality-white2589,,,,,,,,,,,,
6.9,0.13,0.28,13.3,0.05,47.0,132.0,0.99655,3.34,0.42,10.1,6,winequality-white2590,,,,,,,,,,,,
6.7,0.34,0.3,8.5,0.059,24.0,152.0,0.99615,3.46,0.64,11.0,7,winequality-white2591,,,,,,,,,,,,
7.3,0.32,0.29,1.5,0.038,32.0,144.0,0.99296,3.2,0.55,10.8,5,winequality-white2592,,,,,,,,,,,,
6.3,0.21,0.29,11.7,0.048,49.0,147.0,0.99482,3.22,0.38,10.8,5,winequality-white2593,,,,,,,,,,,,
5.4,0.5,0.13,5.0,0.028,12.0,107.0,0.99079,3.48,0.88,13.5,7,winequality-white2594,,,,,,,,,,,,
8.2,0.52,0.34,1.2,0.042,18.0,167.0,0.99366,3.24,0.39,10.6,5,winequality-white2595,,,,,,,,,,,,
7.8,0.28,0.31,2.1,0.046,28.0,208.0,0.99434,3.23,0.64,9.8,5,winequality-white2596,,,,,,,,,,,,
6.4,0.22,0.34,1.4,0.023,56.0,115.0,0.98958,3.18,0.7,11.7,6,winequality-white2597,,,,,,,,,,,,
7.8,0.28,0.31,2.1,0.046,28.0,208.0,0.99434,3.23,0.64,9.8,5,winequality-white2598,,,,,,,,,,,,
6.9,0.32,0.27,16.0,0.034,58.0,185.0,0.99938,3.34,0.6,9.0,6,winequality-white2599,,,,,,,,,,,,
6.8,0.11,0.42,1.1,0.042,51.0,132.0,0.99059,3.18,0.74,11.3,7,winequality-white2600,,,,,,,,,,,,
6.2,0.26,0.32,15.3,0.031,64.0,185.0,0.99835,3.31,0.61,9.4,5,winequality-white2601,,,,,,,,,,,,
6.4,0.22,0.34,1.4,0.023,56.0,115.0,0.98958,3.18,0.7,11.7,6,winequality-white2602,,,,,,,,,,,,
6.7,0.3,0.29,2.8,0.025,37.0,107.0,0.99159,3.31,0.63,11.3,7,winequality-white2603,,,,,,,,,,,,
6.7,0.3,0.29,2.8,0.025,37.0,107.0,0.99159,3.31,0.63,11.3,7,winequality-white2604,,,,,,,,,,,,
7.1,0.2,0.3,0.9,0.019,4.0,28.0,0.98931,3.2,0.36,12.0,6,winequality-white2605,,,,,,,,,,,,
7.2,0.2,0.36,2.5,0.028,22.0,157.0,0.9938,3.48,0.49,10.6,6,winequality-white2606,,,,,,,,,,,,
8.9,0.26,0.33,8.1,0.024,47.0,202.0,0.99558,3.13,0.46,10.8,6,winequality-white2607,,,,,,,,,,,,
7.5,0.25,0.32,8.2,0.024,53.0,209.0,0.99563,3.12,0.46,10.8,6,winequality-white2608,,,,,,,,,,,,
7.1,0.2,0.3,0.9,0.019,4.0,28.0,0.98931,3.2,0.36,12.0,6,winequality-white2609,,,,,,,,,,,,
6.3,0.27,0.46,11.1,0.053,44.0,177.0,0.99691,3.18,0.67,9.4,5,winequality-white2610,,,,,,,,,,,,
6.5,0.3,0.39,7.8,0.038,61.0,219.0,0.9959,3.19,0.5,9.4,5,winequality-white2611,,,,,,,,,,,,
6.7,0.3,0.29,2.8,0.025,37.0,107.0,0.99159,3.31,0.63,11.3,7,winequality-white2612,,,,,,,,,,,,
6.6,0.36,0.52,10.1,0.05,29.0,140.0,0.99628,3.07,0.4,9.4,5,winequality-white2613,,,,,,,,,,,,
6.15,0.21,0.37,3.2,0.021,20.0,80.0,0.99076,3.39,0.47,12.0,5,winequality-white2614,,,,,,,,,,,,
6.5,0.18,0.41,14.2,0.039,47.0,129.0,0.99678,3.28,0.72,10.3,7,winequality-white2615,,,,,,,,,,,,
6.5,0.18,0.41,14.2,0.039,47.0,129.0,0.99678,3.28,0.72,10.3,7,winequality-white2616,,,,,,,,,,,,
6.5,0.18,0.41,14.2,0.039,47.0,129.0,0.99678,3.28,0.72,10.3,7,winequality-white2617,,,,,,,,,,,,
6.6,0.26,0.21,2.9,0.026,48.0,126.0,0.99089,3.22,0.38,11.3,7,winequality-white2618,,,,,,,,,,,,
6.6,0.35,0.35,6.0,0.063,31.0,150.0,0.99537,3.1,0.47,9.4,6,winequality-white2619,,,,,,,,,,,,
6.5,0.28,0.28,20.4,0.041,40.0,144.0,1.0002,3.14,0.38,8.7,5,winequality-white2620,,,,,,,,,,,,
6.6,0.36,0.52,10.1,0.05,29.0,140.0,0.99628,3.07,0.4,9.4,5,winequality-white2621,,,,,,,,,,,,
6.6,0.26,0.21,2.9,0.026,48.0,126.0,0.99089,3.22,0.38,11.3,7,winequality-white2622,,,,,,,,,,,,
6.5,0.18,0.41,14.2,0.039,47.0,129.0,0.99678,3.28,0.72,10.3,7,winequality-white2623,,,,,,,,,,,,
6.15,0.21,0.37,3.2,0.021,20.0,80.0,0.99076,3.39,0.47,12.0,5,winequality-white2624,,,,,,,,,,,,
4.5,0.19,0.21,0.95,0.033,89.0,159.0,0.99332,3.34,0.42,8.0,5,winequality-white2625,,,,,,,,,,,,
8.0,0.24,0.26,1.7,0.033,36.0,136.0,0.99316,3.44,0.51,10.4,7,winequality-white2626,,,,,,,,,,,,
7.8,0.17,0.23,1.7,0.029,39.0,128.0,0.99272,3.37,0.41,10.7,7,winequality-white2627,,,,,,,,,,,,
7.0,0.24,0.24,9.0,0.03,42.0,219.0,0.99636,3.47,0.46,10.2,6,winequality-white2628,,,,,,,,,,,,
5.8,0.6,0.0,1.3,0.044,72.0,197.0,0.99202,3.56,0.43,10.9,5,winequality-white2629,,,,,,,,,,,,
5.9,0.445,0.26,1.4,0.027,23.0,109.0,0.99148,3.3,0.36,10.5,6,winequality-white2630,,,,,,,,,,,,
6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,7,winequality-white2631,,,,,,,,,,,,
6.8,0.44,0.2,16.0,0.065,61.0,186.0,0.99884,3.13,0.45,8.6,5,winequality-white2632,,,,,,,,,,,,
7.2,0.24,0.27,11.4,0.034,40.0,174.0,0.99773,3.2,0.44,9.0,5,winequality-white2633,,,,,,,,,,,,
8.7,0.31,0.73,14.35,0.044,27.0,191.0,1.00013,2.96,0.88,8.7,5,winequality-white2634,,,,,,,,,,,,
8.2,0.32,0.26,2.1,0.062,26.0,87.0,0.98974,3.1,0.47,12.8,6,winequality-white2635,,,,,,,,,,,,
7.2,0.24,0.27,11.4,0.034,40.0,174.0,0.99773,3.2,0.44,9.0,5,winequality-white2636,,,,,,,,,,,,
8.7,0.31,0.73,14.35,0.044,27.0,191.0,1.00013,2.96,0.88,8.7,5,winequality-white2637,,,,,,,,,,,,
7.5,0.13,0.38,1.1,0.023,42.0,104.0,0.99112,3.28,0.53,11.8,6,winequality-white2638,,,,,,,,,,,,
9.2,0.14,0.37,1.1,0.034,36.0,84.0,0.99136,3.05,0.55,11.6,6,winequality-white2639,,,,,,,,,,,,
7.4,0.2,0.37,1.2,0.028,28.0,89.0,0.99132,3.14,0.61,11.8,6,winequality-white2640,,,,,,,,,,,,
6.1,0.15,0.35,15.8,0.042,55.0,158.0,0.99642,3.24,0.37,10.6,5,winequality-white2641,,,,,,,,,,,,
7.6,0.23,0.4,5.2,0.066,14.0,91.0,0.99488,3.17,0.8,9.7,5,winequality-white2642,,,,,,,,,,,,
8.1,0.33,0.22,5.2,0.047,24.0,151.0,0.99527,3.22,0.47,10.3,5,winequality-white2643,,,,,,,,,,,,
7.15,0.17,0.24,9.6,0.119,56.0,178.0,0.99578,3.15,0.44,10.2,6,winequality-white2644,,,,,,,,,,,,
6.7,0.12,0.3,5.2,0.048,38.0,113.0,0.99352,3.33,0.44,10.1,7,winequality-white2645,,,,,,,,,,,,
5.7,0.18,0.36,1.2,0.046,9.0,71.0,0.99199,3.7,0.68,10.9,7,winequality-white2646,,,,,,,,,,,,
5.8,0.15,0.28,0.8,0.037,43.0,127.0,0.99198,3.24,0.51,9.3,5,winequality-white2647,,,,,,,,,,,,
6.6,0.23,0.29,14.45,0.057,29.0,144.0,0.99756,3.33,0.54,10.2,6,winequality-white2648,,,,,,,,,,,,
7.15,0.17,0.24,9.6,0.119,56.0,178.0,0.99578,3.15,0.44,10.2,6,winequality-white2649,,,,,,,,,,,,
7.0,0.34,0.39,6.9,0.066,43.0,162.0,0.99561,3.11,0.53,9.5,5,winequality-white2650,,,,,,,,,,,,
6.4,0.68,0.26,3.4,0.069,25.0,146.0,0.99347,3.18,0.4,9.3,5,winequality-white2651,,,,,,,,,,,,
7.3,0.22,0.31,2.3,0.018,45.0,80.0,0.98936,3.06,0.34,12.9,7,winequality-white2652,,,,,,,,,,,,
6.4,0.28,0.27,11.0,0.042,45.0,148.0,0.99786,3.14,0.46,8.7,5,winequality-white2653,,,,,,,,,,,,
6.9,0.4,0.22,5.95,0.081,76.0,303.0,0.99705,3.4,0.57,9.4,5,winequality-white2654,,,,,,,,,,,,
6.8,0.19,0.23,5.1,0.034,71.0,204.0,0.9942,3.23,0.69,10.1,5,winequality-white2655,,,,,,,,,,,,
7.1,0.23,0.24,5.4,0.039,60.0,196.0,0.9948,3.19,0.78,10.0,4,winequality-white2656,,,,,,,,,,,,
6.45,0.14,0.42,1.2,0.05,51.0,129.0,0.99116,3.27,0.69,11.1,7,winequality-white2657,,,,,,,,,,,,
6.5,0.15,0.44,12.6,0.052,65.0,158.0,0.99688,3.26,0.7,10.3,7,winequality-white2658,,,,,,,,,,,,
7.1,0.15,0.34,1.0,0.033,27.0,73.0,0.98974,3.24,0.41,12.2,6,winequality-white2659,,,,,,,,,,,,
6.7,0.33,0.34,6.6,0.067,35.0,156.0,0.99542,3.11,0.48,9.3,6,winequality-white2660,,,,,,,,,,,,
7.2,0.3,0.26,1.5,0.041,46.0,178.0,0.99154,3.19,0.56,11.3,6,winequality-white2661,,,,,,,,,,,,
7.0,0.23,0.33,1.0,0.043,46.0,110.0,0.99118,3.04,0.65,10.8,6,winequality-white2662,,,,,,,,,,,,
8.0,0.13,0.25,1.1,0.033,15.0,86.0,0.99044,2.98,0.39,11.2,8,winequality-white2663,,,,,,,,,,,,
6.2,0.21,0.34,6.6,0.03,36.0,91.0,0.9914,3.32,0.45,12.5,7,winequality-white2664,,,,,,,,,,,,
8.3,0.4,0.41,8.2,0.05,15.0,122.0,0.9979,3.39,0.49,9.3,5,winequality-white2665,,,,,,,,,,,,
5.9,0.34,0.31,2.0,0.03,38.0,142.0,0.98892,3.4,0.41,12.9,7,winequality-white2666,,,,,,,,,,,,
6.6,0.12,0.25,1.4,0.039,21.0,131.0,0.99114,3.2,0.45,11.2,7,winequality-white2667,,,,,,,,,,,,
9.6,0.655,0.21,2.0,0.039,21.0,120.0,0.99188,3.0,1.0,12.6,6,winequality-white2668,,,,,,,,,,,,
6.8,0.26,0.4,7.5,0.046,45.0,179.0,0.99583,3.2,0.49,9.3,5,winequality-white2669,,,,,,,,,,,,
5.9,0.34,0.31,2.0,0.03,38.0,142.0,0.98892,3.4,0.41,12.9,7,winequality-white2670,,,,,,,,,,,,
5.9,0.3,0.3,2.0,0.03,38.0,142.0,0.98892,3.41,0.41,12.9,7,winequality-white2671,,,,,,,,,,,,
7.0,0.15,0.3,13.3,0.049,46.0,120.0,0.99704,3.2,0.36,9.5,7,winequality-white2672,,,,,,,,,,,,
7.9,0.37,0.31,2.85,0.037,5.0,24.0,0.9911,3.19,0.36,11.9,6,winequality-white2673,,,,,,,,,,,,
7.2,0.35,0.25,5.6,0.032,23.0,120.0,0.99334,2.93,0.66,10.3,7,winequality-white2674,,,,,,,,,,,,
7.2,0.32,0.24,5.6,0.033,23.0,120.0,0.99334,2.92,0.66,10.3,7,winequality-white2675,,,,,,,,,,,,
7.6,0.1,0.33,1.0,0.031,33.0,93.0,0.99094,3.06,0.68,11.2,6,winequality-white2676,,,,,,,,,,,,
6.2,0.25,0.31,3.2,0.03,32.0,150.0,0.99014,3.18,0.31,12.0,6,winequality-white2677,,,,,,,,,,,,
7.1,0.31,0.17,1.0,0.042,21.0,144.0,0.99304,3.13,0.4,9.6,5,winequality-white2678,,,,,,,,,,,,
7.6,0.18,0.28,7.1,0.041,29.0,110.0,0.99652,3.2,0.42,9.2,6,winequality-white2679,,,,,,,,,,,,
8.0,0.17,0.29,2.4,0.029,52.0,119.0,0.98944,3.03,0.33,12.9,6,winequality-white2680,,,,,,,,,,,,
7.2,0.19,0.27,11.2,0.061,46.0,149.0,0.99772,2.99,0.59,9.3,6,winequality-white2681,,,,,,,,,,,,
7.6,0.32,0.25,9.5,0.03,15.0,136.0,0.99367,3.1,0.44,12.1,6,winequality-white2682,,,,,,,,,,,,
7.1,0.31,0.17,1.0,0.042,21.0,144.0,0.99304,3.13,0.4,9.6,5,winequality-white2683,,,,,,,,,,,,
6.6,0.21,0.29,1.8,0.026,35.0,128.0,0.99183,3.37,0.48,11.2,6,winequality-white2684,,,,,,,,,,,,
7.0,0.16,0.36,2.6,0.029,28.0,98.0,0.99126,3.11,0.37,11.2,7,winequality-white2685,,,,,,,,,,,,
8.0,0.17,0.29,2.4,0.029,52.0,119.0,0.98944,3.03,0.33,12.9,6,winequality-white2686,,,,,,,,,,,,
6.6,0.24,0.38,8.0,0.042,56.0,187.0,0.99577,3.21,0.46,9.2,5,winequality-white2687,,,,,,,,,,,,
7.2,0.19,0.27,11.2,0.061,46.0,149.0,0.99772,2.99,0.59,9.3,6,winequality-white2688,,,,,,,,,,,,
7.6,0.18,0.28,7.1,0.041,29.0,110.0,0.99652,3.2,0.42,9.2,6,winequality-white2689,,,,,,,,,,,,
6.9,0.3,0.25,3.3,0.041,26.0,124.0,0.99428,3.18,0.5,9.3,6,winequality-white2690,,,,,,,,,,,,
6.2,0.28,0.27,10.3,0.03,26.0,108.0,0.99388,3.2,0.36,10.7,6,winequality-white2691,,,,,,,,,,,,
6.9,0.31,0.32,1.2,0.024,20.0,166.0,0.99208,3.05,0.54,9.8,6,winequality-white2692,,,,,,,,,,,,
6.7,0.23,0.25,1.6,0.036,28.0,143.0,0.99256,3.3,0.54,10.3,6,winequality-white2693,,,,,,,,,,,,
6.2,0.28,0.27,10.3,0.03,26.0,108.0,0.99388,3.2,0.36,10.7,6,winequality-white2694,,,,,,,,,,,,
5.7,0.23,0.28,9.65,0.025,26.0,121.0,0.9925,3.28,0.38,11.3,6,winequality-white2695,,,,,,,,,,,,
6.5,0.22,0.5,16.4,0.048,36.0,182.0,0.99904,3.02,0.49,8.8,6,winequality-white2696,,,,,,,,,,,,
7.0,0.18,0.37,1.5,0.043,16.0,104.0,0.99216,3.18,0.5,10.8,5,winequality-white2697,,,,,,,,,,,,
6.9,0.31,0.32,1.2,0.024,20.0,166.0,0.99208,3.05,0.54,9.8,6,winequality-white2698,,,,,,,,,,,,
6.9,0.3,0.25,3.3,0.041,26.0,124.0,0.99428,3.18,0.5,9.3,6,winequality-white2699,,,,,,,,,,,,
6.5,0.46,0.31,5.0,0.027,15.0,72.0,0.99165,3.26,0.6,11.5,7,winequality-white2700,,,,,,,,,,,,
6.5,0.23,0.36,16.3,0.038,43.0,133.0,0.99924,3.26,0.41,8.8,5,winequality-white2701,,,,,,,,,,,,
6.5,0.23,0.36,16.3,0.038,43.0,133.0,0.99924,3.26,0.41,8.8,5,winequality-white2702,,,,,,,,,,,,
6.5,0.23,0.36,16.3,0.038,43.0,133.0,0.99924,3.26,0.41,8.8,5,winequality-white2703,,,,,,,,,,,,
6.6,0.26,0.38,6.5,0.17,68.0,201.0,0.9956,3.19,0.38,9.4,6,winequality-white2704,,,,,,,,,,,,
6.7,0.26,0.39,6.4,0.171,64.0,200.0,0.99562,3.19,0.38,9.4,6,winequality-white2705,,,,,,,,,,,,
7.5,0.28,0.39,10.2,0.045,59.0,209.0,0.9972,3.16,0.63,9.6,6,winequality-white2706,,,,,,,,,,,,
6.5,0.23,0.36,16.3,0.038,43.0,133.0,0.99924,3.26,0.41,8.8,5,winequality-white2707,,,,,,,,,,,,
6.8,0.23,0.42,7.4,0.044,56.0,189.0,0.9958,3.22,0.48,9.3,6,winequality-white2708,,,,,,,,,,,,
7.8,0.25,0.34,13.7,0.044,66.0,184.0,0.99976,3.22,0.75,8.9,5,winequality-white2709,,,,,,,,,,,,
7.8,0.25,0.34,13.7,0.044,66.0,184.0,0.99976,3.22,0.75,8.9,5,winequality-white2710,,,,,,,,,,,,
5.6,0.2,0.22,1.3,0.049,25.0,155.0,0.99296,3.74,0.43,10.0,5,winequality-white2711,,,,,,,,,,,,
6.4,0.21,0.44,7.4,0.045,47.0,182.0,0.9957,3.24,0.46,9.1,5,winequality-white2712,,,,,,,,,,,,
6.8,0.23,0.42,7.4,0.044,56.0,189.0,0.9958,3.22,0.48,9.3,6,winequality-white2713,,,,,,,,,,,,
6.8,0.24,0.37,7.45,0.043,59.0,188.0,0.99579,3.2,0.5,9.4,6,winequality-white2714,,,,,,,,,,,,
7.8,0.25,0.28,7.2,0.04,46.0,179.0,0.99541,3.14,0.6,10.1,6,winequality-white2715,,,,,,,,,,,,
7.8,0.25,0.34,13.7,0.044,66.0,184.0,0.99976,3.22,0.75,8.9,5,winequality-white2716,,,,,,,,,,,,
6.8,0.16,0.29,10.4,0.046,59.0,143.0,0.99518,3.2,0.4,10.8,6,winequality-white2717,,,,,,,,,,,,
5.2,0.28,0.29,1.1,0.028,18.0,69.0,0.99168,3.24,0.54,10.0,6,winequality-white2718,,,,,,,,,,,,
7.5,0.18,0.31,6.5,0.029,53.0,160.0,0.99276,3.03,0.38,10.9,6,winequality-white2719,,,,,,,,,,,,
7.5,0.26,0.3,4.6,0.027,29.0,92.0,0.99085,3.15,0.38,12.0,7,winequality-white2720,,,,,,,,,,,,
8.2,0.37,0.64,13.9,0.043,22.0,171.0,0.99873,2.99,0.8,9.3,5,winequality-white2721,,,,,,,,,,,,
7.6,0.4,0.27,5.2,0.03,32.0,101.0,0.99172,3.22,0.62,12.3,7,winequality-white2722,,,,,,,,,,,,
7.5,0.26,0.25,1.7,0.038,29.0,129.0,0.99312,3.45,0.56,10.4,6,winequality-white2723,,,,,,,,,,,,
7.5,0.18,0.31,6.5,0.029,53.0,160.0,0.99276,3.03,0.38,10.9,6,winequality-white2724,,,,,,,,,,,,
6.9,0.23,0.32,16.4,0.045,62.0,153.0,0.9972,3.22,0.42,10.5,5,winequality-white2725,,,,,,,,,,,,
5.3,0.2,0.31,3.6,0.036,22.0,91.0,0.99278,3.41,0.5,9.8,6,winequality-white2726,,,,,,,,,,,,
6.5,0.17,0.31,1.5,0.041,34.0,121.0,0.99092,3.06,0.46,10.5,6,winequality-white2727,,,,,,,,,,,,
6.5,0.35,0.28,12.4,0.051,86.0,213.0,0.9962,3.16,0.51,9.9,6,winequality-white2728,,,,,,,,,,,,
6.5,0.29,0.31,1.7,0.035,24.0,79.0,0.99053,3.27,0.69,11.4,7,winequality-white2729,,,,,,,,,,,,
6.8,0.3,0.22,6.2,0.06,41.0,190.0,0.99858,3.18,0.51,9.2,5,winequality-white2730,,,,,,,,,,,,
7.9,0.51,0.36,6.2,0.051,30.0,173.0,0.9984,3.09,0.53,9.7,5,winequality-white2731,,,,,,,,,,,,
7.9,0.51,0.34,2.6,0.049,13.0,135.0,0.99335,3.09,0.51,10.0,5,winequality-white2732,,,,,,,,,,,,
6.5,0.29,0.31,1.7,0.035,24.0,79.0,0.99053,3.27,0.69,11.4,7,winequality-white2733,,,,,,,,,,,,
7.1,0.29,0.28,9.3,0.048,50.0,141.0,0.9949,3.13,0.49,10.3,6,winequality-white2734,,,,,,,,,,,,
6.5,0.35,0.28,12.4,0.051,86.0,213.0,0.9962,3.16,0.51,9.9,6,winequality-white2735,,,,,,,,,,,,
6.5,0.17,0.31,1.5,0.041,34.0,121.0,0.99092,3.06,0.46,10.5,6,winequality-white2736,,,,,,,,,,,,
7.4,0.2,0.28,9.1,0.047,29.0,95.0,0.99532,3.16,0.47,9.8,7,winequality-white2737,,,,,,,,,,,,
6.9,0.615,0.42,12.0,0.067,24.0,131.0,0.99727,3.19,0.34,9.3,5,winequality-white2738,,,,,,,,,,,,
6.8,0.32,0.28,4.8,0.034,25.0,100.0,0.99026,3.08,0.47,12.4,7,winequality-white2739,,,,,,,,,,,,
6.3,0.2,0.19,12.3,0.048,54.0,145.0,0.99668,3.16,0.42,9.3,6,winequality-white2740,,,,,,,,,,,,
6.9,0.615,0.42,12.0,0.067,24.0,131.0,0.99727,3.19,0.34,9.3,5,winequality-white2741,,,,,,,,,,,,
8.0,0.23,0.28,2.7,0.048,49.0,165.0,0.9952,3.26,0.72,9.5,6,winequality-white2742,,,,,,,,,,,,
6.7,0.27,0.33,3.6,0.034,9.0,45.0,0.99144,3.08,0.4,10.5,6,winequality-white2743,,,,,,,,,,,,
6.7,0.27,0.33,3.6,0.034,9.0,45.0,0.99144,3.08,0.4,10.5,6,winequality-white2744,,,,,,,,,,,,
6.7,0.44,0.22,4.3,0.032,19.0,99.0,0.99015,3.26,0.53,12.8,7,winequality-white2745,,,,,,,,,,,,
7.0,0.34,0.3,1.8,0.045,44.0,142.0,0.9914,2.99,0.45,10.8,6,winequality-white2746,,,,,,,,,,,,
7.3,0.26,0.33,11.8,0.057,48.0,127.0,0.99693,3.1,0.55,10.0,6,winequality-white2747,,,,,,,,,,,,
5.8,0.17,0.34,1.8,0.045,96.0,170.0,0.99035,3.38,0.9,11.8,8,winequality-white2748,,,,,,,,,,,,
7.3,0.26,0.33,11.8,0.057,48.0,127.0,0.99693,3.1,0.55,10.0,6,winequality-white2749,,,,,,,,,,,,
5.8,0.17,0.34,1.8,0.045,96.0,170.0,0.99035,3.38,0.9,11.8,8,winequality-white2750,,,,,,,,,,,,
6.8,0.17,0.36,1.4,0.036,38.0,108.0,0.99006,3.19,0.66,12.0,6,winequality-white2751,,,,,,,,,,,,
7.1,0.43,0.3,6.6,0.025,15.0,138.0,0.99126,3.18,0.46,12.6,6,winequality-white2752,,,,,,,,,,,,
5.8,0.315,0.27,1.55,0.026,15.0,70.0,0.98994,3.37,0.4,11.9,8,winequality-white2753,,,,,,,,,,,,
5.9,0.17,0.28,0.7,0.027,5.0,28.0,0.98985,3.13,0.32,10.6,5,winequality-white2754,,,,,,,,,,,,
6.6,0.34,0.18,6.4,0.082,47.0,240.0,0.9971,3.42,0.48,9.2,5,winequality-white2755,,,,,,,,,,,,
8.6,0.33,0.34,11.8,0.059,42.0,240.0,0.99882,3.17,0.52,10.0,6,winequality-white2756,,,,,,,,,,,,
5.6,0.12,0.26,4.3,0.038,18.0,97.0,0.99477,3.36,0.46,9.2,5,winequality-white2757,,,,,,,,,,,,
5.8,0.13,0.26,5.1,0.039,19.0,103.0,0.99478,3.36,0.47,9.3,6,winequality-white2758,,,,,,,,,,,,
7.7,0.18,0.35,5.8,0.055,25.0,144.0,0.99576,3.24,0.54,10.2,6,winequality-white2759,,,,,,,,,,,,
7.7,0.16,0.36,5.9,0.054,25.0,148.0,0.99578,3.25,0.54,10.2,6,winequality-white2760,,,,,,,,,,,,
6.0,0.26,0.15,1.3,0.06,51.0,154.0,0.99354,3.14,0.51,8.7,5,winequality-white2761,,,,,,,,,,,,
7.3,0.32,0.35,1.4,0.05,8.0,163.0,0.99244,3.24,0.42,10.7,5,winequality-white2762,,,,,,,,,,,,
7.7,0.3,0.34,1.2,0.048,4.0,119.0,0.99084,3.18,0.34,12.1,6,winequality-white2763,,,,,,,,,,,,
7.9,0.16,0.3,7.4,0.05,58.0,152.0,0.99612,3.12,0.37,9.5,6,winequality-white2764,,,,,,,,,,,,
6.4,0.27,0.29,10.8,0.028,17.0,118.0,0.99356,3.18,0.37,11.2,6,winequality-white2765,,,,,,,,,,,,
6.9,0.16,0.37,1.8,0.034,36.0,95.0,0.98952,2.93,0.59,12.0,6,winequality-white2766,,,,,,,,,,,,
7.9,0.16,0.3,7.4,0.05,58.0,152.0,0.99612,3.12,0.37,9.5,6,winequality-white2767,,,,,,,,,,,,
7.7,0.3,0.34,1.2,0.048,4.0,119.0,0.99084,3.18,0.34,12.1,6,winequality-white2768,,,,,,,,,,,,
7.3,0.32,0.35,1.4,0.05,8.0,163.0,0.99244,3.24,0.42,10.7,5,winequality-white2769,,,,,,,,,,,,
6.4,0.44,0.44,14.4,0.048,29.0,228.0,0.99955,3.26,0.54,8.8,7,winequality-white2770,,,,,,,,,,,,
6.3,0.2,0.24,1.7,0.052,36.0,135.0,0.99374,3.8,0.66,10.8,6,winequality-white2771,,,,,,,,,,,,
6.2,0.29,0.32,3.6,0.026,39.0,138.0,0.9892,3.31,0.37,13.1,7,winequality-white2772,,,,,,,,,,,,
7.6,0.39,0.32,3.6,0.035,22.0,93.0,0.99144,3.08,0.6,12.5,7,winequality-white2773,,,,,,,,,,,,
7.0,0.36,0.32,10.05,0.045,37.0,131.0,0.99352,3.09,0.33,11.7,8,winequality-white2774,,,,,,,,,,,,
7.0,0.36,0.32,10.05,0.045,37.0,131.0,0.99352,3.09,0.33,11.7,8,winequality-white2775,,,,,,,,,,,,
7.0,0.36,0.32,10.5,0.045,35.0,135.0,0.9935,3.09,0.33,11.6,8,winequality-white2776,,,,,,,,,,,,
7.6,0.2,0.36,1.9,0.043,24.0,111.0,0.99237,3.29,0.54,11.3,6,winequality-white2777,,,,,,,,,,,,
7.6,0.39,0.32,3.6,0.035,22.0,93.0,0.99144,3.08,0.6,12.5,7,winequality-white2778,,,,,,,,,,,,
6.7,0.2,0.37,1.65,0.025,42.0,103.0,0.99022,3.11,0.45,11.4,5,winequality-white2779,,,,,,,,,,,,
6.2,0.235,0.34,1.9,0.036,4.0,117.0,0.99032,3.4,0.44,12.2,5,winequality-white2780,,,,,,,,,,,,
7.8,0.965,0.6,65.8,0.074,8.0,160.0,1.03898,3.39,0.69,11.7,6,winequality-white2781,,,,,,,,,,,,
7.1,0.2,0.31,6.85,0.053,32.0,211.0,0.99587,3.31,0.59,10.4,6,winequality-white2782,,,,,,,,,,,,
7.1,0.2,0.31,7.4,0.053,32.0,211.0,0.99587,3.31,0.59,10.4,6,winequality-white2783,,,,,,,,,,,,
7.1,0.2,0.31,7.4,0.053,32.0,211.0,0.99587,3.31,0.59,10.4,6,winequality-white2784,,,,,,,,,,,,
6.4,0.24,0.25,20.2,0.083,35.0,157.0,0.99976,3.17,0.5,9.1,5,winequality-white2785,,,,,,,,,,,,
